Rank,symbol,name,exchange,industry,market_cap,z_score_rank,m_score_rank,f_score_rank,pe_ratio_rank,forward_pe_rank,forward_growth_rank,pb_ratio_rank,asset_growth_rank,ret_1y_rank,off_max_15_rank,roe_rank,basic_nri_pct_diff_rank,eps_rsd_rank,eps_gr_rank,ss_demand_rank,ss_util_rank,accruals_rank,roa_rank,issuance_rank,noa_rank,profitability_rank,beta_rank
452,CL,Colgate-Palmolive Co,NYSE (USA),Consumer Packaged Goods,62598,0.70290416,0.492226446,0.013876207,0.282698598,0.35837894,,0.849203179,0.257624831,0.356764829,0.345834761,0.704609497,0.997093271,0.329426522,0.206476795,0.433574177,0.471084245,0.462460659,0.029541756,0.825468012,0.426724758,0.181428666,0.313531353
453,VG,Vonage Holdings Corp,NYSE (USA),Communication Services,1048,0.958955053,0.775295662,0.863398547,0.031085095,0.456673034,,0.340401385,0.269707199,0.454657659,0.526522936,0.740183575,0.016989709,0.656899399,,0.329507365,0.016292595,0.43349483,0.194476733,0.007866103,0.183863367,0.979899862,0.115694903
454,CYT,Cytec Industries Inc,NYSE (USA),Chemicals,4044,0.71577626,0.529431615,0.290285702,0.703605343,0.966905163,,0.101378368,0.433089091,0.275321639,0.01141469,0.137406233,0.798968428,0.078519591,,0.692948577,0.833557493,0.235215581,0.305430071,0.671280508,0.120293073,0.813960628,0.313531353
455,MRO,Marathon Oil Corp,NYSE (USA),Oil & Gas - E&P,20336,0.164304491,0.65523762,0.75785996,0.168606581,0.115617735,,0.880717672,0.542458757,0.757008316,0.444898714,0.153321917,,0.474111841,0.171594428,0.557892536,0.091661451,0.934722155,0.187625938,0.564355797,0.191865672,0.016502359,0.663549688
456,ALLY,Ally Financial Inc,NYSE (USA),Banks,9895,0.117155949,,0.405673417,0.14510645,0.979377176,,0.316184381,0.645442041,0.832246796,0.114468209,0.078306362,0.409731825,0.293261935,,0.639751273,0.278928912,,0.403216316,0.623360499,,,
457,LMOS,Lumos Networks Corp,NAS (USA),Communication Services,350,0.616637102,0.475706821,0.938397281,0.366779803,0.019752715,,0.946583609,0.026227479,0.375486221,0.817669253,0.946042987,0.469313248,0.791780195,,0.050161142,0.668807168,0.379568571,0.387206698,0.30475343,0.036675324,0.030179167,0.052438577
458,RSPP,RSP Permian Inc,NYSE (USA),Oil & Gas - Drilling,2210,0.357955342,,,,0.200248055,,0.421471627,0.894299483,0.912191413,0.785368189,0.03472668,0.182829394,0.33622247,,0.347028759,0.230247527,0.291106671,0.768046789,0.564950124,0.404797025,0.288062882,
459,IPHI,Inphi Corp,NYSE (USA),Semiconductors,717,0.770291766,0.208196372,0.373776995,,0.085007263,,0.993116782,0.873122201,0.16493862,0.326902966,0.738309642,,0.689354998,,0.05265381,0.794177596,0.350493845,0.534547255,0.052567586,0.009213349,0.502842887,0.379904657
460,WIX,Wix.com Ltd,NAS (USA),Online Media,794,0.462013879,,,,0.121273865,,0.963605672,0.036833625,0.125367718,0.329707164,0.471096833,,0.844154785,,0.36490109,0.69366878,0.479223382,0.203120234,0.156466561,0.534247221,0.798719064,
461,SQBG,Sequential Brands Group Inc,NAS (USA),Manufacturing - Apparel & Furniture,551,0.244867468,0.137558475,0.557027287,,0.219228721,,0.591695968,0.606774981,0.855397083,0.400334355,0.048489115,,0.059224763,,0.034888597,0.332315659,0.22035341,0.908935633,0.95023528,0.100341815,0.873853996,0.764209754
462,BKS,Barnes & Noble Inc,NYSE (USA),Retail - Apparel & Specialty,1497,0.184565612,0.618294208,0.527345504,0.786903637,0.53473428,,0.062446667,0.110228752,0.820315334,0.533522005,0.125161109,0.213388552,0.968269752,,0.195698017,0.05110474,0.524810672,0.900893237,0.135417956,0.830519008,0.080207409,0.928676201
463,XRX,Xerox Corporation,NYSE (USA),Application Software,14225,0.039638347,0.461034523,0.19242991,0.341794305,0.541206064,,0.59717987,0.738493671,0.273428496,0.341476799,0.701378878,0.572725283,0.763587916,0.251887295,0.299230181,0.43516445,0.397283324,0.57669746,0.036730011,0.173925569,0.734647711,0.657315732
464,SCG,SCANA Corp,NYSE (USA),Utilities - Regulated,7769,0.200853917,,0.282465113,0.486309425,0.591918502,,0.556987974,0.102852773,0.160622778,0.269490767,0.999819991,0.817957464,0.172253618,0.512703933,0.484210282,0.706323533,0.78808101,0.921411275,0.151827676,0.543145744,0.019422751,0.064173084
465,GNCMA,General Communication,NAS (USA),Communication Services,692,0.150493087,0.691090308,0.195246413,0.577633175,0.286214335,,0.334797171,0.111997204,0.625774131,0.903528033,0.474218501,,0.909850858,,0.558722246,0.19717741,0.134846737,0.661678158,0.034293477,0.831785723,0.162151753,0.64613128
466,PNRA,Panera Bread Co Inc,NAS (USA),Restaurants,4930,0.14907923,0.915616365,0.979362585,0.28329957,0.210478586,,0.1921792,0.490717717,0.436929315,0.596414742,0.724028127,0.152239404,0.46595141,0.288139574,0.089187417,0.850482806,0.23198336,0.079226886,0.809835831,0.813168607,0.222529196,0.093325999
467,HURN,Huron Consulting Group Inc,NAS (USA),Business Services,1538,0.760129819,0.458224719,0.210909943,0.700442938,0.519001696,,0.326341848,0.111656169,0.165058741,0.736029341,0.130654072,0.800697607,0.489575807,,0.856531046,0.383689791,0.87459066,0.605818046,0.021731071,0.149124045,0.423941914,0.329299597
468,AHT,"Ashford Hospitality Trust, Inc.",NYSE (USA),REITs,969,0.035741418,0.984887329,0.579439501,,0.865348792,,0.867074558,0.629593811,0.527298342,0.070620855,0.113008502,,0.115174691,,0.146166403,0.904038118,0.339588006,0.263000649,0.912429343,0.056108462,0.215423951,0.291712505
469,DX,Dynex Capital Inc,NYSE (USA),REITs,454,0.432298344,,0.091975997,0.970313283,0.656693548,,0.531155139,0.345536028,0.892541489,0.351646309,0.158132332,0.098649624,0.434815114,0.738050815,0.59418398,0.414830161,,0.294901581,0.689109368,,,0.313531353
470,LII,Lennox International Inc,NYSE (USA),Industrial Products,4752,0.432096289,0.041510797,0.619409197,0.007621378,0.413860594,,,0.288902767,0.970707264,0.757574874,,0.207738428,0.169389392,0.437395736,0.299379398,0.453399209,0.376001809,0.957538749,0.384167881,0.381765728,0.366469307,0.36156949
471,TDS,"Telephone and Data Systems, Inc.",NYSE (USA),Communication Services,2861,0.425322139,0.034705232,0.271516516,,0.160282837,,0.649599787,0.369799195,0.290955364,0.919032204,0.984769788,,0.00879815,,0.271731921,0.448386832,0.700329025,0.45169478,0.663837893,0.131480433,0.702406937,0.434726806
472,WCG,WellCare Health Plans Inc,NYSE (USA),Health Care Plans,3647,0.15651029,0.76585754,0.03349787,0.949386457,0.457032057,,0.611196199,0.531214903,0.112361751,0.144064191,0.025333004,0.081449845,0.520997225,,0.971396296,0.238638539,0.892723261,0.809679124,0.477610613,0.416426474,0.377620255,0.739090576
473,RLI,RLI Corp,NYSE (USA),Insurance - Property & Casualty,2094,0.843700145,,0.027625448,0.406424533,0.513323244,,0.639220223,0.670193219,0.041990547,0.7126092,0.883815479,0.397366744,0.083503879,0.14099726,0.314892492,0.227704481,,0.321650929,0.679841634,,,0.54510451
474,TEG,Integrys Energy Group Inc,NYSE (USA),Utilities - Regulated,5841,0.541756988,,0.864907914,0.93467857,0.608336395,,0.854232996,0.094633253,0.145048935,0.469620671,0.046843934,0.055388355,0.267870283,,0.300166677,0.897381469,0.723616805,0.837290026,0.378524136,0.239543007,0.464136266,0.134763476
475,FSP,Franklin Street Properties Corp,AMEX (USA),REITs,1259,0.044884177,,0.61511335,0.128788545,0.703850538,,0.732408004,0.013725168,0.385587229,0.286225342,0.198452626,0.549563422,0.764054305,0.712790935,0.072064273,0.326352072,,0.516345518,0.951374444,,,0.180418042
476,ZEP,Zep Inc,NYSE (USA),Chemicals,463,0.028985549,0.756761248,0.466126894,0.963997408,0.901364581,,0.274630536,0.206140805,0.218091523,0.27617602,0.163966085,0.647732308,0.331925614,0.544506978,0.229401234,0.425259123,0.429252714,0.01323053,0.792637325,0.913148279,0.98379618,0.214888155
477,LRN,K12 Inc,NYSE (USA),Education,620,0.30829516,0.879196365,0.722222237,0.181083017,0.032356929,,0.304559475,0.840961011,0.627701165,0.205494995,0.65500583,0.653107641,0.787817989,,0.221287575,0.22200621,0.136205661,0.163043388,0.613355755,0.4768183,0.488583734,0.039237257
478,WEN,Wendy's Co,NAS (USA),Restaurants,3838,0.757738126,0.622858911,0.322986048,0.052250042,0.275213027,,0.556365143,0.290940456,0.271016374,0.266017089,0.23698969,0.604222044,0.042044811,,0.894504655,0.270865992,0.991064315,0.44598636,0.983703156,0.018923656,0.304193118,0.223689036
479,SIAL,Sigma-Aldrich Corp,NAS (USA),Chemicals,16571,0.439090596,0.300630522,0.062121384,0.674907676,0.312655664,,0.411387545,0.337241156,0.456177562,0.888917719,0.893662967,0.158286575,0.024233326,0.078430286,0.685637202,0.355428537,0.980224245,0.865410707,0.585446673,0.030080034,0.876494846,0.079207921
480,RTEC,Rudolph Technologies Inc,NYSE (USA),Computer Hardware,373,0.442487143,0.19145049,0.538674301,,0.757552109,,0.447874775,0.513376384,0.444371499,0.423781052,0.323390891,0.226812614,0.359356724,,0.415357629,0.194798952,0.705414771,0.423173498,0.168538453,0.059267667,0.826983304,0.917858453
481,RPM,RPM International Inc,NYSE (USA),Chemicals,6492,0.884671281,0.339725107,0.143213397,0.440523664,0.357818203,0.131389726,0.158524638,0.372664858,0.288490299,0.835785589,0.282553711,,0.601309577,,0.349194094,0.474002547,0.809070855,0.308516624,0.561980752,0.175587714,0.75824928,0.552071874
482,TSO,Tesoro Corp,NYSE (USA),Oil & Gas - Refining & Marketing,10793,0.732801846,0.758469968,0.385715665,0.505635224,0.110918718,,0.385282217,0.142553675,0.712334398,0.367378861,0.018150359,0.232148431,0.034778467,,0.016916234,0.182040569,0.715774721,0.874620546,0.569769571,0.353196598,0.885498726,0.907224056
483,ACLS,Axcelis Technologies Inc,NAS (USA),Semiconductors,300,0.353515324,0.896787244,0.494165087,,0.501903224,,0.650435504,0.536514202,0.311921074,0.830652669,0.917767782,,0.618154769,,0.069076145,0.10953335,0.540237561,0.088527503,0.086510351,0.022647815,0.003141307,0.922075541
484,PPS,Post Properties Inc,NYSE (USA),REITs,3036,0.836987427,0.531732905,0.601093133,0.882512262,0.134845209,,0.01207976,0.172789458,0.833449307,0.602172951,0.268900115,0.810654505,0.731291743,,0.338247482,0.120460233,0.423826368,0.647022313,0.652789407,0.608461504,0.048320903,0.02090209
485,ENT,Global Eagle Entertainment Inc,NAS (USA),Entertainment,1052,0.500571916,0.347574723,0.727865952,,0.078054896,,0.287073493,0.310380897,0.324294471,0.369452408,0.89805579,,0.145291489,,0.330091165,0.28817838,0.530895239,0.301420554,0.972292396,0.189217154,0.784559487,0.570957096
486,WCN,Waste Connections Inc,NYSE (USA),Waste Management,5724,0.274783728,0.671831556,0.558301477,0.836593201,0.64999463,,0.73657338,0.137087457,0.745817931,0.756364428,0.179486704,0.946763677,0.184913685,0.102334438,0.105655306,0.946210057,0.366835063,0.4792185,0.722685616,0.016804403,0.034410102,0.230473047
487,GS,Goldman Sachs Group Inc,NYSE (USA),,85748,0.05347176,,0.175116842,0.049914166,0.346077314,,0.036359902,0.407935839,0.934162193,0.050122596,0.550061187,0.319694204,0.754506625,0.171289932,0.237301539,0.806283295,,0.999512626,0.443130599,,,0.79336267
488,CCC,Calgon Carbon Corp,NYSE (USA),Industrial Products,1184,0.814625668,0.675229221,0.075392272,0.90865924,0.369680895,,0.258554173,0.612741194,0.15730683,0.127608683,0.34421901,0.126951558,0.728965376,,0.759909662,0.830770404,0.539769869,0.632383196,0.41608583,0.229934203,0.03641514,0.670517052
489,ELGX,Endologix Inc,NAS (USA),Medical Instruments & Equipment,1137,0.886348921,0.244929255,0.665232567,,0.220057609,,0.544975969,0.023645356,0.092675345,0.121850475,0.684793322,,0.717655057,,0.600228203,0.828510437,0.312206914,0.550919669,0.336477779,0.249471501,0.126780105,0.758342501
490,FCEL,Fuelcell Energy Inc,NAS (USA),Utilities - Independent Power Producers,386,0.413227328,0.04431285,0.814461551,,0.053721777,,0.675413779,0.630085295,0.514148857,0.84166279,0.195488891,,0.564495467,,0.53526466,0.062885431,0.233089693,0.65492773,0.798624745,0.531681035,0.068880773,0.334433443
491,DRI,Darden Restaurants Inc,NYSE (USA),Restaurants,8213,0.116954929,0.038778623,0.321464545,0.124520271,0.172807948,0.115309745,0.86572781,0.419090513,0.821335572,0.67523188,0.353508727,0.531931019,0.957545672,0.587144387,0.959551232,0.359818052,0.68010997,0.31504539,0.424227312,0.429086895,0.011819677,0.13953062
492,EXAC,Exactech Inc,NAS (USA),Medical Devices,334,0.194839369,0.179981661,0.472407611,0.048075178,0.103746468,,0.069856853,0.834947546,0.4602611,0.727306608,0.526968454,0.15402973,0.146502702,0.214683101,0.91504143,0.724099237,0.195166265,0.926233112,0.210245862,0.166898668,0.945658007,0.69013568
493,CSBK,Clifton Bancorp Inc,NAS (USA),Banks,376,0.301117265,,0.45005049,0.427761219,0.430160425,,0.346344533,0.987342469,0.781191286,0.103882976,0.260695632,0.638289699,0.860713399,0.57262478,0.433772398,0.182496535,,0.382485917,0.213978412,,,0.145214521
494,P,Pandora Media Inc,NYSE (USA),Entertainment,3603,0.375193429,0.5138168,,,0.407298767,,0.012575552,0.158321185,0.728006912,0.844151894,0.380785765,0.07008129,0.943900559,,0.617786281,0.321658865,0.49984075,0.976124015,0.725383929,0.012973775,0.322535514,0.068206821
495,BKW,Burger King Worldwide Inc,NYSE (USA),Restaurants,12495,0.106124607,0.076911705,0.516215067,0.258420371,0.486885492,,0.946463905,0.775217034,,,0.509679423,,0.15189711,0.863470223,,,0.156257231,0.250631963,0.317589706,0.238824706,0.810964028,
496,AVB,AvalonBay Communities Inc,NYSE (USA),REITs,22323,0.604443742,0.478630171,0.025717466,0.052918322,0.166220416,,0.024359793,0.780334689,0.048283265,0.311248569,0.674283117,0.358060187,0.197522225,0.99956773,0.704157485,0.047396429,0.015626191,0.445703156,0.999666134,0.963077465,0.98257758,0.043454345
497,RSTI,Rofin-Sinar Technologies Inc,NAS (USA),Computer Hardware,712,0.756787715,0.981587007,0.798699871,0.070300963,0.695373074,,0.365451344,0.099824664,0.69417703,0.258325885,0.048004896,0.935620766,0.945383213,0.391671035,0.055653876,0.032008769,0.338856332,0.082733182,0.265521601,0.012004861,0.344328953,0.772643931
498,TIF,Tiffany & Co,NYSE (USA),,10868,0.100856134,0.51349394,0.756534776,0.363990847,0.367454155,,0.62695592,0.073514905,0.073755675,0.153327923,0.440748512,0.57593844,0.864151988,0.324358375,0.057402499,0.937736121,0.838196102,0.151161729,0.149591036,0.227021492,0.733368496,0.909424276
499,CXW,Corrections Corp of America,NYSE (USA),REITs,4595,0.608566721,0.956244245,0.478443834,0.679613105,0.292602072,,0.649472557,0.891167014,0.85351688,0.148986202,0.364866772,0.631337751,0.199767209,0.20889647,0.923557892,0.16811662,0.079357093,0.620869213,0.260640208,0.18220991,0.208161209,0.150715072
500,OMCL,Omnicell Inc,NAS (USA),Application Software,1291,0.219641638,0.561477714,0.531113217,0.54829617,0.135944175,,0.269329474,0.748027915,0.881046763,0.847267222,0.862248146,0.076732213,0.185775201,,0.848415503,0.138000085,0.120786372,0.734521201,0.482287558,0.28896889,0.096936456,0.405207187
